,Data,Category,Ativos,ANR,Falhas,Instalações,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,ViewsNaoOrganica,InstalacoesNaoOrganicas,ConversaoNaoOrganica,ViewsOrganicas,InstalacoesOrganicas,ConversaOrganica,position
5474,05/03/2020,SHOPPING,9592429,59059,21331,94015,217351,29079,10027,6738,34664,297859,4.302,Magazine Luiza: Ofertas Black Friday Brasil 2020,33254,4.5,107294,148602,31086,20.9,61419,16318,26.6,87022,14725,16.9,6
5475,06/03/2020,SHOPPING,9585701,59015,18268,91423,217558,29074,10035,6747,34699,298113,4.302,Magazine Luiza: Ofertas Black Friday Brasil 2020,32253,4.24,91476,146683,30384,20.7,57524,15922,27.7,88993,14430,16.2,7
5476,07/03/2020,SHOPPING,9592413,54652,19126,106440,218014,29054,10012,6674,34596,298350,4.305,Magazine Luiza: Ofertas Black Friday Brasil 2020,40409,4.55,92518,191010,38226,20.0,66109,18106,27.4,124709,20070,16.1,6
5477,08/03/2020,SHOPPING,9611947,61178,19125,143345,218268,29101,9950,6663,34632,298614,4.305,Magazine Luiza: Ofertas Black Friday Brasil 2020,60197,4.56,116564,417526,58306,14.0,172207,27844,16.2,245162,30428,12.4,6
5478,09/03/2020,SHOPPING,9657905,68196,19027,156378,218428,29196,9999,6669,34662,298954,4.305,Magazine Luiza: Ofertas Black Friday Brasil 2020,63110,4.42,121382,402277,60725,15.1,158919,29935,18.8,243177,30740,12.6,4
5479,10/03/2020,SHOPPING,9673796,78893,21174,161775,218663,29270,10014,6662,34739,299348,4.304,Magazine Luiza: Ofertas Black Friday Brasil 2020,67080,4.49,117974,491364,65915,13.4,240176,33695,14.0,251036,32186,12.8,3
5480,11/03/2020,SHOPPING,9777395,80881,24251,229172,219006,29316,10030,6673,34794,299819,4.304,Magazine Luiza: Ofertas Black Friday Brasil 2020,103387,4.39,136907,777852,103142,13.3,385692,46294,12.0,391980,56805,14.5,3
5481,12/03/2020,SHOPPING,9805601,81141,23092,161635,220290,29285,9992,6571,34221,300359,4.315,Magazine Luiza: Ofertas Black Friday Brasil 2020,66536,4.37,124028,403276,62824,15.6,193031,26943,14.0,210069,35827,17.1,2
5482,13/03/2020,SHOPPING,9805130,80054,21714,114915,220978,29297,9952,6484,34088,300799,4.318,Magazine Luiza: Ofertas Black Friday Brasil 2020,43388,4.32,108188,246629,40370,16.4,103159,15407,14.9,143302,24912,17.4,2
5483,14/03/2020,SHOPPING,9796663,66606,16515,126865,221162,29476,9955,6536,34038,301167,4.319,Magazine Luiza: Ofertas Black Friday Brasil 2020,50111,4.49,107396,224337,46369,20.7,86270,14541,16.9,137783,31733,23.0,3
5484,15/03/2020,SHOPPING,9783645,62432,17395,105408,221584,29459,10006,6507,34001,301557,4.32,Magazine Luiza: Ofertas Black Friday Brasil 2020,38329,4.43,111678,183377,35272,19.2,56454,12135,21.5,126746,23090,18.2,4
5485,16/03/2020,SHOPPING,9771238,69335,19291,107269,221874,29529,10040,6482,33958,301883,4.321,Magazine Luiza: Ofertas Black Friday Brasil 2020,39495,4.27,112572,199359,36689,18.4,64568,13203,20.4,134612,23433,17.4,4
5486,17/03/2020,SHOPPING,9770534,65621,19755,113734,222087,29576,10162,6474,33875,302174,4.322,Magazine Luiza: Ofertas Black Friday Brasil 2020,41111,4.42,106276,204195,38143,18.7,68383,13886,20.3,135528,24176,17.8,4
5487,18/03/2020,SHOPPING,9767286,63422,17849,111906,222317,29697,10123,6564,33887,302588,4.322,Magazine Luiza: Ofertas Black Friday Brasil 2020,40089,4.35,107265,199915,37302,18.7,65618,13378,20.4,134154,23885,17.8,3
5488,19/03/2020,SHOPPING,9751313,64778,21082,114673,222615,29737,10136,6573,33932,302993,4.322,Magazine Luiza: Ofertas Black Friday Brasil 2020,42095,4.31,123002,249318,40085,16.1,81597,14424,17.7,167556,25616,15.3,4
5489,20/03/2020,SHOPPING,9752346,60113,19341,139095,222798,29840,10124,6572,33994,303328,4.322,Magazine Luiza: Ofertas Black Friday Brasil 2020,52106,4.11,130523,216067,49208,22.8,71657,17157,23.9,143913,31884,22.2,4
5490,21/03/2020,SHOPPING,9791107,53935,16572,181465,223043,29783,10275,6576,34014,303691,4.321,Magazine Luiza: Ofertas Black Friday Brasil 2020,76483,4.07,135082,379601,73207,19.3,136030,25938,19.1,243032,47081,19.4,4
5491,22/03/2020,SHOPPING,9810507,55098,18102,177646,223339,29831,10295,6582,34035,304082,4.322,Magazine Luiza: Ofertas Black Friday Brasil 2020,74344,4.02,151562,356153,70711,19.9,138118,25053,18.1,217668,45541,20.9,4
5492,23/03/2020,SHOPPING,9815725,46636,14517,156446,223516,29635,10359,6639,34379,304528,4.318,Magazine Luiza: Ofertas Black Friday Brasil 2020,63735,4.21,143942,328517,60327,18.4,123386,21287,17.3,204898,38966,19.0,2
5493,24/03/2020,SHOPPING,9835181,62444,21124,179219,223559,29591,10402,6710,34717,304979,4.313,Magazine Luiza: Ofertas Black Friday Brasil 2020,67466,4.3,150047,360978,64006,17.7,128000,21829,17.1,232788,42117,18.1,1
5494,25/03/2020,SHOPPING,9834583,61470,22702,164263,223658,29571,10442,6747,35094,305512,4.309,Magazine Luiza: Ofertas Black Friday Brasil 2020,49366,4.39,154528,283976,47517,16.7,138664,17009,12.3,145070,30433,21.0,1
5495,26/03/2020,SHOPPING,9846338,59476,22354,163083,224086,29628,10462,6760,35161,306097,4.309,Magazine Luiza: Ofertas Black Friday Brasil 2020,56612,4.33,142367,234357,54082,23.1,97196,19274,19.8,136792,34676,25.3,2
5496,27/03/2020,SHOPPING,9864221,59405,17820,160801,224095,29744,10700,6839,35239,306617,4.307,Magazine Luiza: Ofertas Black Friday Brasil 2020,60153,4.46,134383,228364,57025,25.0,89139,21199,23.8,138928,35725,25.7,2
5497,28/03/2020,SHOPPING,9884490,61837,21991,161576,224603,29811,10724,6854,35319,307311,4.307,Magazine Luiza: Ofertas Black Friday Brasil 2020,64739,4.44,133920,221283,60714,27.4,75120,21099,28.1,145896,39522,27.1,3
5498,29/03/2020,SHOPPING,9903181,61902,22450,169495,225096,29811,10764,6784,35470,307925,4.306,Magazine Luiza: Ofertas Black Friday Brasil 2020,67883,4.45,143539,270253,64246,23.8,88545,22931,25.9,181480,41262,22.7,3
5499,30/03/2020,SHOPPING,9911762,59489,21872,169747,225793,29718,10919,6734,35399,308563,4.309,Magazine Luiza: Ofertas Black Friday Brasil 2020,67844,4.31,152467,273917,63932,23.3,88393,23006,26.0,185307,40856,22.0,3
5500,31/03/2020,SHOPPING,9929537,58270,20270,168330,226725,29705,10911,6599,35261,309201,4.313,Magazine Luiza: Ofertas Black Friday Brasil 2020,67640,4.29,141613,262681,63532,24.2,86747,23970,27.6,175707,39498,22.5,3
5501,01/04/2020,SHOPPING,9938603,57826,20116,161221,227230,29772,10935,6613,35340,309890,4.313,Magazine Luiza: Ofertas Black Friday Brasil 2020,63618,4.41,143213,281085,61463,21.9,111637,32587,29.2,169293,28830,17.0,2
5502,02/04/2020,SHOPPING,9949508,55728,19632,172583,229061,30128,11003,6686,33732,310610,4.333,Magazine Luiza: Ofertas Black Friday Brasil 2020,65330,4.35,152335,325212,63683,19.6,135516,33753,24.9,189541,29875,15.8,3
5503,03/04/2020,SHOPPING,9962904,59813,20532,185195,229615,30201,11029,6702,33814,311361,4.333,Magazine Luiza: Ofertas Black Friday Brasil 2020,62390,4.37,161082,343362,61589,17.9,157010,31772,20.2,186183,29740,16.0,3
5504,04/04/2020,SHOPPING,10026892,63203,21169,232127,230370,30323,10922,6758,33773,312146,4.335,Magazine Luiza: Ofertas Black Friday Brasil 2020,87830,4.45,158926,431363,86192,20.0,186521,38491,20.6,244505,47559,19.5,3
5505,05/04/2020,SHOPPING,10058522,65000,19740,197640,231256,30306,11065,6691,33576,312894,4.339,Magazine Luiza: Ofertas Black Friday Brasil 2020,75197,4.34,157590,336608,72899,21.7,150124,36993,24.6,186225,35800,19.2,3
5506,06/04/2020,SHOPPING,10094303,67799,18437,215003,232152,30325,11075,6557,33478,313587,4.343,Magazine Luiza: Ofertas Black Friday Brasil 2020,84567,4.34,169273,382360,82051,21.5,150888,44260,29.3,231264,37724,16.3,2
5507,07/04/2020,SHOPPING,10097901,69850,23123,217395,233013,30276,11045,6580,33416,314330,4.345,Magazine Luiza: Ofertas Black Friday Brasil 2020,86688,4.27,203278,349755,83062,23.7,127816,37812,29.6,221676,45168,20.4,2
5508,08/04/2020,SHOPPING,10119640,69766,21146,212224,233616,30489,11109,6523,33479,315216,4.346,Magazine Luiza: Ofertas Black Friday Brasil 2020,84879,4.27,180546,324447,79956,24.6,103081,28966,28.1,221056,50876,23.0,2
5509,09/04/2020,SHOPPING,10127973,68013,20524,189231,234080,30579,11110,6560,33724,316053,4.344,Magazine Luiza: Ofertas Black Friday Brasil 2020,71477,4.43,171218,275707,66942,24.3,81160,21528,26.5,194271,45309,23.3,3
5510,10/04/2020,SHOPPING,10143312,75868,21411,195937,234751,30519,11013,6535,33993,316811,4.343,Magazine Luiza: Ofertas Black Friday Brasil 2020,68742,4.4,170832,272684,65168,23.9,92536,22465,24.3,179878,42613,23.7,3
5511,11/04/2020,SHOPPING,10188099,69487,19682,226054,235354,30598,11041,6552,34080,317625,4.343,Magazine Luiza: Ofertas Black Friday Brasil 2020,81561,4.28,171198,296588,77161,26.0,101613,25574,25.2,194631,51461,26.4,4
5512,12/04/2020,SHOPPING,10228373,64746,17068,207694,236424,30811,10992,6489,33600,318316,4.351,Magazine Luiza: Ofertas Black Friday Brasil 2020,77028,4.44,158051,324287,73202,22.6,110586,27675,25.0,213513,45474,21.3,4
5513,13/04/2020,SHOPPING,10258617,74931,23169,224594,236809,30892,10882,6569,33720,318872,4.35,Magazine Luiza: Ofertas Black Friday Brasil 2020,82742,4.17,183397,295817,76608,25.9,84265,22190,26.3,211245,54307,25.7,3
5514,14/04/2020,SHOPPING,10285155,86745,25150,233791,237609,30686,10944,6600,33786,319625,4.351,Magazine Luiza: Ofertas Black Friday Brasil 2020,81412,4.21,194688,296048,77701,26.2,104903,28078,26.8,190934,49543,25.9,3
5515,15/04/2020,SHOPPING,10322833,77293,22322,234447,237791,30811,11060,6714,34143,320519,4.346,Magazine Luiza: Ofertas Black Friday Brasil 2020,81021,4.28,183959,301124,76301,25.3,96472,28916,30.0,204441,47327,23.1,4
5516,16/04/2020,SHOPPING,10345750,66708,30617,205714,237812,30878,11055,6872,34681,321298,4.339,Magazine Luiza: Ofertas Black Friday Brasil 2020,75906,4.22,171838,279252,71723,25.7,95224,29071,30.5,183848,42582,23.2,4
5517,17/04/2020,SHOPPING,10373647,72821,18479,224422,238320,30944,11079,6886,34755,321984,4.339,Magazine Luiza: Ofertas Black Friday Brasil 2020,83781,4.18,184735,316952,79815,25.2,113439,33190,29.3,203327,46560,22.9,4
5518,18/04/2020,SHOPPING,10426787,75515,18847,250015,238789,30951,10997,6976,35023,322736,4.337,Magazine Luiza: Ofertas Black Friday Brasil 2020,96931,4.36,185009,328500,92159,28.1,123674,39464,31.9,204517,52561,25.7,3
5519,19/04/2020,SHOPPING,10469609,83349,21191,249136,238816,31000,11052,7057,35638,323563,4.33,Magazine Luiza: Ofertas Black Friday Brasil 2020,91553,4.41,194681,371974,87840,23.6,141354,37357,26.4,230384,50396,21.9,3
5520,20/04/2020,SHOPPING,10526790,81872,21133,268531,239219,31129,11112,6940,35843,324243,4.329,Magazine Luiza: Ofertas Black Friday Brasil 2020,99832,4.11,198529,363906,94563,26.0,139203,39140,28.1,224460,55344,24.7,3
5521,21/04/2020,SHOPPING,10624437,86176,23971,302189,239750,31198,11136,6955,35922,324961,4.329,Magazine Luiza: Ofertas Black Friday Brasil 2020,127139,4.29,193419,528780,122123,23.1,199257,52517,26.4,329309,69528,21.1,2
5522,22/04/2020,SHOPPING,10712820,78678,25281,296502,239841,31535,11238,7030,36155,325799,4.326,Magazine Luiza: Ofertas Black Friday Brasil 2020,126491,4.13,196388,550910,120427,21.9,196442,46567,23.7,354271,73778,20.8,3
5523,23/04/2020,SHOPPING,10766744,81484,24865,263319,240023,31679,11246,7079,36559,326586,4.321,Magazine Luiza: Ofertas Black Friday Brasil 2020,113240,4.18,197849,505042,107147,21.2,176526,41119,23.3,328336,65949,20.1,3
5524,24/04/2020,SHOPPING,10762998,77906,21770,202003,239907,31777,11415,7182,37053,327334,4.315,Magazine Luiza: Ofertas Black Friday Brasil 2020,78661,4.26,194634,304335,73486,24.1,101539,27212,26.8,202636,46218,22.8,3
5525,25/04/2020,SHOPPING,10776737,66852,20199,226641,239896,32021,11556,7182,37468,328123,4.31,Magazine Luiza: Ofertas Black Friday Brasil 2020,83541,4.27,201021,285145,77923,27.3,91868,25806,28.1,192957,51992,26.9,1
5526,26/04/2020,SHOPPING,10815483,61398,18279,235156,240335,31899,11592,7180,37786,328792,4.307,Magazine Luiza: Ofertas Black Friday Brasil 2020,82128,4.29,185741,327791,77414,23.6,114512,28692,25.1,213076,48639,22.8,3
5527,27/04/2020,SHOPPING,10852459,60846,18381,247574,240521,31889,11679,7338,37924,329351,4.305,Magazine Luiza: Ofertas Black Friday Brasil 2020,89978,4.18,196356,319342,84054,26.3,110624,28940,26.2,208503,55027,26.4,3
5528,28/04/2020,SHOPPING,10901662,58661,21309,247501,240763,32034,11762,7426,38056,330041,4.303,Magazine Luiza: Ofertas Black Friday Brasil 2020,95904,4.14,186489,309190,89258,28.9,104310,30711,29.4,204414,58376,28.6,3
5529,29/04/2020,SHOPPING,10951844,58080,23166,261002,240491,32417,11825,7592,38445,330770,4.297,Magazine Luiza: Ofertas Black Friday Brasil 2020,104061,4.11,198667,366389,97203,26.5,124872,35011,28.0,241136,62064,25.7,3
5530,30/04/2020,SHOPPING,10999052,57404,20010,289462,240202,32503,11998,7634,39204,331541,4.288,Magazine Luiza: Ofertas Black Friday Brasil 2020,107272,4.2,227114,445071,100976,22.7,138154,36477,26.4,306613,64387,21.0,3
5531,01/05/2020,SHOPPING,11101732,60491,20849,326985,240446,32354,11999,7722,39815,332336,4.282,Magazine Luiza: Ofertas Black Friday Brasil 2020,128239,4.16,210956,580875,121317,20.9,185152,42784,23.1,395375,78417,19.8,3
5532,02/05/2020,SHOPPING,11194380,55436,17889,303858,240361,32407,12156,7833,40351,333108,4.275,Magazine Luiza: Ofertas Black Friday Brasil 2020,128232,4.25,199045,602315,121334,20.1,192039,42032,21.9,410028,79217,19.3,1
5533,03/05/2020,SHOPPING,11274525,57155,16367,294218,240530,32401,12214,7902,40765,333812,4.27,Magazine Luiza: Ofertas Black Friday Brasil 2020,126486,4.29,203939,584744,118069,20.2,187252,40894,21.8,397286,77099,19.4,1
5534,04/05/2020,SHOPPING,11353354,65967,22230,311683,240850,32423,12172,7947,41093,334485,4.268,Magazine Luiza: Ofertas Black Friday Brasil 2020,131078,4.07,219326,540740,121394,22.4,166308,40474,24.3,374182,80834,21.6,1
5535,05/05/2020,SHOPPING,11432597,60443,18527,303961,241349,32482,12292,7957,41303,335383,4.266,Magazine Luiza: Ofertas Black Friday Brasil 2020,128876,4.14,211259,509641,120124,23.6,169693,41819,24.6,339530,78166,23.0,1
5536,06/05/2020,SHOPPING,11495776,62450,19429,288164,241956,32564,12323,7977,41407,336227,4.266,Magazine Luiza: Ofertas Black Friday Brasil 2020,120844,4.08,211259,453850,112542,24.8,175297,53727,30.6,278125,58687,21.1,1
5537,07/05/2020,SHOPPING,11553499,56072,19090,275029,241628,32549,12433,8195,42241,337046,4.255,Magazine Luiza: Ofertas Black Friday Brasil 2020,115373,4.15,203726,469826,108118,23.0,174225,51083,29.3,295266,56935,19.3,1
5538,08/05/2020,SHOPPING,11596068,57817,21459,274297,242355,32587,12512,8124,42359,337937,4.256,Magazine Luiza: Ofertas Black Friday Brasil 2020,112212,4.18,215754,486025,104702,21.5,176120,49960,28.4,309607,54658,17.7,1
5539,09/05/2020,SHOPPING,11665825,52244,17722,293826,242852,32540,12462,8097,42875,338826,4.253,Magazine Luiza: Ofertas Black Friday Brasil 2020,114757,4.29,208177,535881,107370,20.0,179201,48231,26.9,356384,59053,16.6,2
5540,10/05/2020,SHOPPING,11713156,53409,18547,246410,243070,32650,12389,8172,43312,339593,4.249,Magazine Luiza: Ofertas Black Friday Brasil 2020,100129,4.36,186420,493258,93878,19.0,164887,42496,25.8,328174,51329,15.6,2
5541,11/05/2020,SHOPPING,11789633,60836,20210,304823,243330,32637,12353,8282,43626,340228,4.246,Magazine Luiza: Ofertas Black Friday Brasil 2020,127732,4.15,213583,588935,118935,20.2,191857,52964,27.6,396737,65859,16.6,2
5542,12/05/2020,SHOPPING,11852053,56776,16904,288319,243916,32658,12348,8262,43861,341045,4.245,Magazine Luiza: Ofertas Black Friday Brasil 2020,119905,3.96,211462,537270,111146,20.7,181325,47404,26.1,355621,63656,17.9,2
5543,13/05/2020,SHOPPING,11907711,61365,19350,288231,243971,32619,12441,8338,44570,341939,4.237,Magazine Luiza: Ofertas Black Friday Brasil 2020,120957,4.15,217341,537665,112404,20.9,172478,42601,24.7,364857,69691,19.1,2
5544,14/05/2020,SHOPPING,11969990,57986,20767,266914,243540,32635,12570,8437,45607,342789,4.225,Magazine Luiza: Ofertas Black Friday Brasil 2020,111847,3.96,208230,503230,106039,21.1,231463,51008,22.0,271493,54947,20.2,1
5545,15/05/2020,SHOPPING,11996236,60141,19497,264633,243960,32426,12583,8455,46255,343679,4.22,Magazine Luiza: Ofertas Black Friday Brasil 2020,111432,3.96,207095,578399,108094,18.7,307879,59690,19.4,270232,48322,17.9,1
5546,16/05/2020,SHOPPING,12071106,57286,21492,286517,243689,32410,12747,8672,46925,344443,4.211,Magazine Luiza: Ofertas Black Friday Brasil 2020,124981,4.16,198587,652802,121376,18.6,382165,64556,16.9,270308,56704,21.0,1
5547,17/05/2020,SHOPPING,12133723,55307,16839,269475,243284,32408,12694,8743,47981,345110,4.2,Magazine Luiza: Ofertas Black Friday Brasil 2020,115198,4.25,195173,592729,111106,18.7,366877,61834,16.9,225597,49194,21.8,1
5548,18/05/2020,SHOPPING,12206497,55922,14559,314070,243283,32546,12693,8793,48428,345743,4.196,Magazine Luiza: Ofertas Black Friday Brasil 2020,133772,4.15,226923,723642,130907,18.1,471243,76672,16.3,252092,54139,21.5,1
5549,19/05/2020,SHOPPING,12261079,57931,16063,308144,243584,32667,12647,8986,48604,346488,4.194,Magazine Luiza: Ofertas Black Friday Brasil 2020,127946,3.98,237791,636015,124341,19.6,444332,76759,17.3,191397,47500,24.8,1
5550,20/05/2020,SHOPPING,12307154,59713,16516,315458,243747,32782,12791,9006,49008,347334,4.19,Magazine Luiza: Ofertas Black Friday Brasil 2020,126483,3.88,252006,631772,122690,19.4,433783,76055,17.5,197707,46543,23.5,2
5551,21/05/2020,SHOPPING,12369537,59571,16671,326030,243565,32737,12789,9075,49964,348130,4.18,Magazine Luiza: Ofertas Black Friday Brasil 2020,123873,3.87,245697,624075,118971,19.1,413459,72012,17.4,210344,46861,22.3,1
5552,22/05/2020,SHOPPING,12415149,57561,13919,282187,243007,32875,12939,9175,50924,348920,4.169,Magazine Luiza: Ofertas Black Friday Brasil 2020,111774,3.89,220241,492510,105646,21.5,314781,61561,19.6,177469,44005,24.8,2
5553,23/05/2020,SHOPPING,12494498,56412,16337,303503,242715,33060,13067,9213,51608,349663,4.161,Magazine Luiza: Ofertas Black Friday Brasil 2020,125801,4.15,209301,543844,119469,22.0,361167,68922,19.1,182397,50444,27.7,3
5554,24/05/2020,SHOPPING,12572192,60420,18869,305557,242364,32808,13215,9275,52662,350324,4.15,Magazine Luiza: Ofertas Black Friday Brasil 2020,131266,4.08,215557,634914,125887,19.8,443497,78676,17.7,191208,47132,24.6,2
5555,25/05/2020,SHOPPING,12639433,59360,16149,316863,242284,32958,13319,9347,52958,350866,4.146,Magazine Luiza: Ofertas Black Friday Brasil 2020,132732,3.89,233855,673507,127475,18.9,491306,80553,16.4,181952,46837,25.7,2
5556,26/05/2020,SHOPPING,12707706,65034,17792,321886,242196,32855,13459,9507,53576,351593,4.139,Magazine Luiza: Ofertas Black Friday Brasil 2020,131125,3.82,237227,642030,124948,19.5,465736,78154,16.8,176023,46697,26.5,1
5557,27/05/2020,SHOPPING,12783835,60912,15911,337451,241826,32905,13633,9560,54535,352459,4.129,Magazine Luiza: Ofertas Black Friday Brasil 2020,129926,3.84,243603,579376,122604,21.2,403176,71328,17.7,175920,51176,29.1,1
5558,28/05/2020,SHOPPING,12850924,76605,17650,329367,241883,32916,13580,9682,55345,353406,4.121,Magazine Luiza: Ofertas Black Friday Brasil 2020,123482,4.01,243756,544377,116414,21.4,381033,69069,18.1,163098,47256,29.0,1
5559,29/05/2020,SHOPPING,12935599,70476,15746,322722,241324,33093,13639,9742,56484,354282,4.109,Magazine Luiza: Ofertas Black Friday Brasil 2020,118690,4.03,220762,605723,113221,18.7,448431,71523,15.9,157058,41624,26.5,1
5560,30/05/2020,SHOPPING,13016024,81718,17854,314576,241658,33129,13694,9722,56857,355060,4.107,Magazine Luiza: Ofertas Black Friday Brasil 2020,124257,4.14,219235,619359,118990,19.2,454521,72927,16.0,164537,45949,27.9,2
5561,31/05/2020,SHOPPING,13098216,62988,18983,309993,241883,32916,13580,9682,55345,353406,4.121,Magazine Luiza: Ofertas Black Friday Brasil 2020,124281,4.28,214200,678122,120186,17.7,509943,79011,15.5,167969,41103,24.5,2
5562,01/06/2020,SHOPPING,13176641,64930,12959,331015,242149,33305,13904,9991,58636,357985,4.09,Magazine Luiza: Ofertas Black Friday Brasil 2020,134385,3.87,235825,758591,129754,17.1,573788,84885,14.8,184592,44792,24.3,2
5563,02/06/2020,SHOPPING,13267351,85023,17801,343269,242260,33353,13838,9827,57852,357130,4.099,Magazine Luiza: Ofertas Black Friday Brasil 2020,143309,3.91,235111,770297,139047,18.1,548054,87800,16.0,221975,51149,23.0,2
5564,03/06/2020,SHOPPING,13335775,80968,20161,339650,242149,33305,13904,9991,58636,357985,4.09,Magazine Luiza: Ofertas Black Friday Brasil 2020,141802,3.84,253198,716067,134322,18.8,473027,80481,17.0,242778,53748,22.1,1
5565,04/06/2020,SHOPPING,13399008,74304,19151,319685,241791,33049,14012,10130,59810,358792,4.078,Magazine Luiza: Ofertas Black Friday Brasil 2020,132803,3.98,238551,692765,128003,18.5,465360,77290,16.6,227133,50612,22.3,1
5566,05/06/2020,SHOPPING,13455274,77829,21865,302873,241326,32976,14191,10229,60868,359590,4.067,Magazine Luiza: Ofertas Black Friday Brasil 2020,126616,3.88,229721,712511,123658,17.4,469248,77242,16.5,243039,46337,19.1,1
5567,06/06/2020,SHOPPING,13505489,77232,18695,281508,241531,32848,14298,10367,61235,360279,4.063,Magazine Luiza: Ofertas Black Friday Brasil 2020,117841,4.15,215603,630570,110813,17.6,366741,60670,16.5,263571,50063,19.0,1
5568,07/06/2020,SHOPPING,13552048,81526,20080,267294,241202,32983,14400,10379,62045,361009,4.055,Magazine Luiza: Ofertas Black Friday Brasil 2020,111314,4.26,207569,604288,104457,17.3,356200,58270,16.4,247872,46122,18.6,1
5569,08/06/2020,SHOPPING,13589353,75412,16322,285932,241757,33031,14405,10425,61993,361611,4.057,Magazine Luiza: Ofertas Black Friday Brasil 2020,113439,3.96,231184,535769,103441,19.3,297607,50723,17.0,237861,52630,22.1,1
5570,09/06/2020,SHOPPING,13624936,56808,12382,290867,242415,33123,14360,10489,61965,362352,4.058,Magazine Luiza: Ofertas Black Friday Brasil 2020,114734,3.93,237323,567740,106046,18.7,328071,55563,16.9,239352,50385,21.1,2
5571,10/06/2020,SHOPPING,13649730,68454,15737,267779,242465,32993,14450,10519,62667,363094,4.052,Magazine Luiza: Ofertas Black Friday Brasil 2020,107123,3.87,226036,504770,99558,19.7,287355,61371,21.4,217113,38092,17.5,2
5572,11/06/2020,SHOPPING,13681523,87602,20498,261620,242182,32974,14401,10740,63561,363858,4.043,Magazine Luiza: Ofertas Black Friday Brasil 2020,105808,4.11,214463,532410,98065,18.4,290834,59091,20.3,241308,38894,16.1,2
5573,12/06/2020,SHOPPING,13692207,72228,15215,227526,242083,33001,14364,10813,64447,364708,4.035,Magazine Luiza: Ofertas Black Friday Brasil 2020,92204,4.06,201585,534417,86377,16.2,309305,50187,16.2,224868,36107,16.1,2
5574,13/06/2020,SHOPPING,13763101,82211,14754,302324,242267,32949,14509,10829,64855,365409,4.032,Magazine Luiza: Ofertas Black Friday Brasil 2020,125738,4.35,215263,740977,119722,16.2,510517,75641,14.8,230160,43979,19.1,2
5575,14/06/2020,SHOPPING,13832192,81863,15123,322315,242596,33044,14501,10931,65097,366169,4.03,Magazine Luiza: Ofertas Black Friday Brasil 2020,137167,4.33,239938,902599,131617,14.6,629086,85980,13.7,273228,45551,16.7,2
5576,15/06/2020,SHOPPING,13901156,73396,15658,352596,243458,33135,14587,10948,64687,366815,4.035,Magazine Luiza: Ofertas Black Friday Brasil 2020,154768,4.17,265122,980715,146652,15.0,645465,92393,14.3,334922,54151,16.2,3
5578,17/06/2020,SHOPPING,14033090,83700,17467,320397,244660,33349,14673,11063,64643,368388,4.038,Magazine Luiza: Ofertas Black Friday Brasil 2020,136831,4.08,245553,974410,129310,13.3,607842,76692,12.6,366255,52510,14.3,3
5579,18/06/2020,SHOPPING,14060041,86580,19764,273308,244991,33326,14742,11052,65058,369169,4.035,Magazine Luiza: Ofertas Black Friday Brasil 2020,112120,3.98,231279,754954,106235,14.1,480868,62683,13.0,273819,43460,15.9,2
5580,19/06/2020,SHOPPING,14071754,78423,16152,248418,245004,33374,14932,11061,65535,369906,4.031,Magazine Luiza: Ofertas Black Friday Brasil 2020,100486,4.13,219942,646386,95278,14.7,408384,56825,13.9,237760,38375,16.1,2
5581,20/06/2020,SHOPPING,14100616,76679,16513,243405,244840,33551,14840,11140,66241,370612,4.024,Magazine Luiza: Ofertas Black Friday Brasil 2020,100948,4.2,199940,678411,95422,14.1,442234,57029,12.9,235899,38284,16.2,2
5582,21/06/2020,SHOPPING,14128686,83754,15656,238566,245406,33643,14836,11027,66313,371225,4.026,Magazine Luiza: Ofertas Black Friday Brasil 2020,98600,4.34,197435,648071,93174,14.4,422346,57002,13.5,225508,36109,16.0,3
5583,22/06/2020,SHOPPING,14170724,90073,17205,273162,245686,33842,14805,10986,66491,371810,4.025,Magazine Luiza: Ofertas Black Friday Brasil 2020,112415,3.98,214224,713646,105597,14.8,463971,63924,13.8,249431,41586,16.7,3
5584,23/06/2020,SHOPPING,14207438,80358,16951,255523,246336,34067,14862,10941,66370,372576,4.028,Magazine Luiza: Ofertas Black Friday Brasil 2020,105003,3.93,202146,664821,98681,14.8,448126,61741,13.8,216496,36864,17.0,3
5585,24/06/2020,SHOPPING,14238890,76470,15102,257554,246588,34085,14981,11010,66656,373320,4.026,Magazine Luiza: Ofertas Black Friday Brasil 2020,105172,4.18,208372,710402,100047,14.1,478561,63164,13.2,231618,36799,15.9,3
5586,25/06/2020,SHOPPING,14277907,86290,14947,279553,246767,34099,15109,11109,66915,373999,4.023,Magazine Luiza: Ofertas Black Friday Brasil 2020,115665,4.18,219094,838906,110364,13.2,555149,70348,12.7,283510,39924,14.1,3
5587,26/06/2020,SHOPPING,14305848,83215,15151,270737,247064,34220,15220,11059,67127,374690,4.022,Magazine Luiza: Ofertas Black Friday Brasil 2020,110957,4.06,220560,814616,106962,13.1,541439,68648,12.7,272949,38229,14.0,3
5588,27/06/2020,SHOPPING,14377191,85380,15517,286696,247742,34059,15300,11169,67096,375366,4.023,Magazine Luiza: Ofertas Black Friday Brasil 2020,118082,4.23,227465,862426,112676,13.1,573135,69837,12.2,289042,42737,14.8,3
