Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão
2020-06-01,HEALTH_AND_FITNESS,96520,30,175,,1.223,,,,,,,,,,,120,,873,"4,25",1.650,3061,814,26.6%
2020-06-02,HEALTH_AND_FITNESS,95843,7,172,,1.533,,,,8767,753,351,130,492,10493,"4,636",118,,1.109,"4,33",2.142,3450,1072,31.1%
2020-06-03,HEALTH_AND_FITNESS,95698,10,102,,2.037,,,,8743,772,351,130,501,10497,"4,631",113,,1.108,"4,67",2.078,3219,1053,32.7%
2020-06-04,HEALTH_AND_FITNESS,95664,12,133,,1.841,,,,8725,773,361,140,502,10501,"4,626",103,,1.241,"3,29",1.782,2858,1138,39.8%
2020-06-05,HEALTH_AND_FITNESS,95341,9,170,,1.355,,,,8719,783,361,140,502,10505,"4,625",88,,938,"4,75",1.626,2640,883,33.4%
2020-06-06,HEALTH_AND_FITNESS,94969,3,93,,1.212,,,,8683,793,381,150,501,10508,"4,618",85,,890,4,1.520,2395,830,34.7%
2020-06-07,HEALTH_AND_FITNESS,94709,7,151,,1.350,,,,8677,803,381,150,502,10513,"4,617",86,,996,3,1.545,2611,925,35.4%
2020-06-08,HEALTH_AND_FITNESS,94271,9,148,,1.485,,,,8670,802,381,150,511,10514,"4,614",87,,1.069,"4,67",1.820,2726,967,35.5%
2020-06-09,HEALTH_AND_FITNESS,93919,6,151,,1.459,,,,8652,813,381,160,511,10517,"4,61",84,,1.053,"3,4",1.716,2911,959,32.9%
2020-06-10,HEALTH_AND_FITNESS,93558,10,122,,1.241,,,,8657,813,381,160,512,10523,"4,61",85,,925,"4,33",1.519,2601,857,32.9%
2020-06-11,HEALTH_AND_FITNESS,93279,9,106,,1.181,,,,8630,822,381,160,531,10524,"4,602",92,,899,"4,57",1.466,2457,825,33.6%
2020-06-12,HEALTH_AND_FITNESS,92891,5,78,,866,,,,8625,823,391,160,532,10531,"4,6",94,,644,"4,67",1.140,2088,589,28.2%
2020-06-13,HEALTH_AND_FITNESS,92639,6,106,,1.094,,,,8620,822,391,170,531,10534,"4,597",98,,835,"4,75",1.323,2515,792,31.5%
2020-06-14,HEALTH_AND_FITNESS,92152,2,89,,1.186,,,,8611,833,391,170,531,10536,"4,596",104,,910,"4,67",1.626,2694,866,32.1%
2020-06-15,HEALTH_AND_FITNESS,91487,11,113,,1.432,,,,8605,843,391,170,532,10541,"4,595",93,,1.006,"3,71",1.937,2693,942,35.0%
2020-06-16,HEALTH_AND_FITNESS,91132,5,111,,1.348,,,,,,,,,,,87,,970,"4,2",1.617,2645,909,34.4%
2020-06-17,HEALTH_AND_FITNESS,90625,5,133,,1.200,,,,8574,873,391,160,552,10550,"4,588",90,,919,"4,3",1.568,2557,843,33.0%
2020-06-18,HEALTH_AND_FITNESS,90272,7,100,,1.157,,,,8583,874,381,160,562,10560,"4,586",93,,845,"4,6",1.488,2484,809,32.6%
2020-06-19,HEALTH_AND_FITNESS,89894,4,93,,1.026,,,,8599,843,381,170,572,10565,"4,583",96,,792,5,1.323,2551,739,29.0%
2020-06-20,HEALTH_AND_FITNESS,89641,5,103,,979,,,,8583,863,381,160,582,10569,"4,58",99,,730,"4,67",1.216,2411,668,27.7%
2020-06-21,HEALTH_AND_FITNESS,89433,6,124,,1.149,,,,8587,863,381,160,582,10573,"4,58",97,,931,3,1.330,2959,878,29.7%
2020-06-22,HEALTH_AND_FITNESS,89168,9,125,,1.450,,,,8581,863,391,160,582,10577,"4,579",96,,1.038,"4,88",1.630,3178,955,30.1%
2020-06-23,HEALTH_AND_FITNESS,88964,7,102,,1.317,,,,8568,863,391,160,602,10584,"4,571",91,,980,"4,25",1.473,2740,905,33.0%
2020-06-24,HEALTH_AND_FITNESS,88520,31,125,,1.185,,,,8562,873,391,160,602,10588,"4,571",96,,898,4,1.547,2779,836,30.1%
2020-06-25,HEALTH_AND_FITNESS,88190,9,105,,1.085,,,,8554,883,401,160,592,10590,"4,572",93,,821,4,1.348,2531,756,29.9%
2020-06-26,HEALTH_AND_FITNESS,87745,5,295,,935,,,,8547,883,411,160,592,10593,"4,57",97,,695,4,1.298,2365,624,26.4%
2020-06-27,HEALTH_AND_FITNESS,87463,5,76,,874,,,,8531,903,411,160,592,10597,"4,568",97,,655,5,1.243,1779,585,32.9%
2020-06-28,HEALTH_AND_FITNESS,87160,9,89,,988,,,,8535,893,411,170,592,10601,"4,566",102,,680,"4,5",1.186,1528,628,41.1%
2020-06-29,HEALTH_AND_FITNESS,86684,20,149,,1.316,,,,8538,892,411,170,591,10602,"4,567",105,,989,4,1.644,3027,938,31.0%
2020-06-30,HEALTH_AND_FITNESS,86367,21,143,,1.182,,,,8551,893,401,170,592,10607,"4,569",120,,860,"4,5",1.411,2303,791,34.3%
2020-07-01,HEALTH_AND_FITNESS,85935,23,173,,940,,,,8533,903,401,180,592,10609,"4,565",111,,641,"4,67",1.330,2959,878,29.7%
2020-07-02,HEALTH_AND_FITNESS,85470,3,101,,836,,,,8525,913,401,180,592,10611,"4,564",109,,579,"3,5",1.130,1830,541,29.6%
2020-07-03,HEALTH_AND_FITNESS,85341,13,92,,1.128,,,,8518,923,401,180,591,10613,"4,563",123,,879,"4,75",1.342,2643,823,31.1%
2020-07-04,HEALTH_AND_FITNESS,85101,6,74,,909,,,,8520,923,401,190,582,10616,"4,564",128,,713,-,1.212,2140,724,33.8%
2020-07-05,HEALTH_AND_FITNESS,85020,11,102,,1.274,,,,8520,923,401,190,582,10616,"4,564",117,,1.012,-,1.368,2767,997,36.0%
2020-07-06,HEALTH_AND_FITNESS,84809,12,109,,1.284,,,,8520,923,401,190,582,10616,"4,564",103,,963,"3,5",1.500,2522,923,36.6%
2020-07-07,HEALTH_AND_FITNESS,84440,11,150,,1.028,,,,8522,923,401,190,582,10618,"4,564",97,,761,"2,75",1.279,2153,736,34.2%
2020-07-08,HEALTH_AND_FITNESS,83836,3,87,,752,,,,8483,943,421,190,582,10619,"4,559",101,,509,"3,67",1.362,1605,488,30.4%
2020-07-09,HEALTH_AND_FITNESS,83777,4,95,,1.355,,,,8468,953,421,190,592,10624,"4,554",109,,1.035,"4,2",1.343,2892,1027,35.5%
2020-07-10,HEALTH_AND_FITNESS,84746,6,103,,2.899,,,,8462,953,421,190,602,10628,"4,551",130,,2.516,"4,4",1.855,5214,2499,47.9%
2020-07-11,HEALTH_AND_FITNESS,85347,6,86,,2.346,,,,8454,953,421,200,602,10630,"4,548",102,,1.987,5,1.694,4344,1939,44.6%
2020-07-12,HEALTH_AND_FITNESS,86269,12,102,,3.192,,,,8438,973,421,200,602,10634,"4,546",68,,2.704,4,2.167,5217,2625,50.3%
2020-07-13,HEALTH_AND_FITNESS,87701,15,174,,4.702,,,,8440,973,421,200,602,10636,"4,546",47,,4.002,"4,8",3.061,7162,3928,54.8%
2020-07-14,HEALTH_AND_FITNESS,88214,11,209,,3.519,,,,8433,983,421,200,602,10639,"4,545",46,,2.950,"3,67",2.826,5702,2859,50.1%
2020-07-15,HEALTH_AND_FITNESS,88477,7,156,,2.895,,,,8439,993,421,200,592,10645,"4,549",37,,2.435,"4,67",2.547,5261,2383,45.3%
2020-07-16,HEALTH_AND_FITNESS,88683,10,164,,2.688,,,,8431,993,421,200,602,10647,"4,545",32,,2.235,"3,5",2.425,4723,2180,46.2%
2020-07-17,HEALTH_AND_FITNESS,88680,15,158,,2.194,,,,8424,1004,421,200,602,10651,"4,544",34,,1.844,3,2.053,3864,1780,46.1%
2020-07-18,HEALTH_AND_FITNESS,89496,2,148,,3.227,,,,8408,993,431,210,612,10654,"4,537",37,,2.814,"4,2",2.363,7290,2732,37.5%
2020-07-19,HEALTH_AND_FITNESS,89809,6,121,,2.745,,,,8392,993,431,210,632,10658,"4,529",40,,2.324,4,2.405,5079,2238,44.1%
2020-07-20,HEALTH_AND_FITNESS,89930,7,206,,2.872,,,,8395,984,431,210,642,10662,"4,526",39,,2.364,3,2.625,5185,2283,44.0%
2020-07-21,HEALTH_AND_FITNESS,89988,10,183,,2.625,,,,8391,983,431,210,652,10667,"4,523",37,,2.166,"4,75",2.482,4759,2091,43.9%
2020-07-22,HEALTH_AND_FITNESS,89812,10,160,,2.186,,,,8382,963,441,210,672,10668,"4,516",39,,1.764,4,2.273,3848,1719,44.7%
2020-07-23,HEALTH_AND_FITNESS,89797,5,143,,2.249,,,,8386,974,441,210,662,10673,"4,518",46,,1.852,"3,75",2.209,4066,1811,44.5%
2020-07-24,HEALTH_AND_FITNESS,89554,6,137,,1.772,,,,8372,973,451,210,672,10678,"4,513",59,,1.467,"4,5",1.829,3379,1428,42.3%
2020-07-25,HEALTH_AND_FITNESS,89571,7,98,,1.700,,,,8355,984,451,210,682,10682,"4,508",61,,1.377,5,1.686,3308,1305,39.4%
2020-07-26,HEALTH_AND_FITNESS,89528,14,94,,1.959,,,,8339,1003,451,210,682,10685,"4,507",65,,1.595,"3,6",1.912,3726,1527,41.0%
2020-07-27,HEALTH_AND_FITNESS,89555,26,194,,2.501,,,,8352,1003,441,210,682,10688,"4,509",66,,1.989,"3,58",2.361,4455,1916,43.0%
2020-07-28,HEALTH_AND_FITNESS,89626,18,143,,2.363,,,,8332,1025,442,211,693,10703,"4,503",58,,1.899,-,2.242,4371,1844,42.2%
2020-07-29,HEALTH_AND_FITNESS,89443,20,120,,2.134,,,,8296,1033,441,210,722,10702,"4,492",63,,1.749,"3,43",2.275,3901,1681,43.1%
2020-07-30,HEALTH_AND_FITNESS,89342,8,174,,1.962,,,,8290,1033,451,210,722,10706,"4,49",59,,1.584,4,2.059,3560,1533,43.1%
2020-07-31,HEALTH_AND_FITNESS,89405,27,157,,2.073,,,,8258,1033,441,230,752,10714,"4,476",65,,1.723,"4,5",1.929,3703,1658,44.8%
2020-08-01,HEALTH_AND_FITNESS,89885,2,115,,2.337,,,,8251,1023,431,250,762,10717,"4,469",69,,1.979,"4,33",1.819,4954,2109,42.6%
2020-08-02,HEALTH_AND_FITNESS,90213,21,107,,2.607,,,,8253,1024,441,251,753,10722,"4,471",58,,2.182,5,2.270,4954,2109,42.6%
2020-08-03,HEALTH_AND_FITNESS,90438,5,155,,2.842,,,,8246,1013,451,250,762,10722,"4,467",45,,2.365,3,2.516,5215,2298,44.1%
2020-08-04,HEALTH_AND_FITNESS,89797,12,159,,1.307,,,,8256,1013,451,250,752,10722,"4,471",43,,1.024,"3,2",1.895,2709,959,35.4%
2020-01-01,LIFESTYLE,45452,7,269,,733,,,,218,27,6,9,42,302,"4,22",200+,WINE: Comprar vinhos online,673,2,722,3721,637,17.1%
2020-01-02,LIFESTYLE,45483,11,248,,925,,,,218,27,6,9,42,302,"4,22",200+,WINE: Comprar vinhos online,827,"2,33",877,4409,765,17.4%
2020-01-03,LIFESTYLE,45511,14,283,,1.133,,,,221,24,6,12,43,306,"4,2",200+,WINE: Comprar vinhos online,1.026,"4,33",1.056,5110,962,18.8%
2020-01-04,LIFESTYLE,45396,8,264,,804,,,,220,24,6,12,46,308,"4,16",200+,WINE: Comprar vinhos online,716,-,765,4334,664,15.3%
2020-01-05,LIFESTYLE,45318,15,304,,1.013,,,,220,24,6,12,46,308,"4,16",200+,WINE: Comprar vinhos online,929,"4,5",961,4465,857,19.2%
2020-01-06,LIFESTYLE,45193,34,547,,949,,,,221,24,6,12,46,309,"4,16",200+,WINE: Comprar vinhos online,789,4,952,4090,730,17.8%
2020-01-07,LIFESTYLE,45201,24,582,,724,,,,220,28,9,12,44,313,"4,17",200+,WINE: Comprar vinhos online,593,-,620,3546,552,15.6%
2020-01-08,LIFESTYLE,45441,22,294,,811,,,,216,28,9,12,47,312,"4,13",200+,WINE: Comprar vinhos online,704,"4,67",723,3881,657,16.9%
2020-01-09,LIFESTYLE,45563,46,349,,816,,,,220,28,12,12,44,316,"4,15",200+,WINE: Comprar vinhos online,706,"4,7",715,3814,659,17.3%
2020-01-10,LIFESTYLE,45623,31,370,,851,,,,226,29,13,13,45,326,"4,15",200+,WINE: Comprar vinhos online,733,"4,89",797,3659,666,18.2%
2020-01-11,LIFESTYLE,45770,11,364,,853,,,,242,39,14,14,46,355,"4,17",200+,WINE: Comprar vinhos online,763,"4,94",710,3856,692,17.9%
2020-01-12,LIFESTYLE,45818,7,265,,847,,,,249,44,14,14,48,369,"4,16",200+,WINE: Comprar vinhos online,774,"4,93",786,3651,708,19.4%
2020-01-13,LIFESTYLE,45852,17,281,,1.015,,,,283,46,15,7,35,386,"4,38",200+,WINE: Comprar vinhos online,866,"4,85",904,3952,802,20.3%
2020-01-14,LIFESTYLE,45913,14,427,,967,,,,314,41,12,8,37,412,"4,42",200+,WINE: Comprar vinhos online,836,"4,75",794,3926,780,19.9%
2020-01-15,LIFESTYLE,45947,19,426,,953,,,,342,45,13,9,40,449,"4,42",74,WINE: Comprar vinhos online,829,"4,85",877,3843,754,19.6%
2020-01-16,LIFESTYLE,46013,6,275,,887,,,,367,48,14,9,43,481,"4,42",200+,WINE: Comprar vinhos online,747,"4,85",713,3403,686,20.2%
2020-01-17,LIFESTYLE,46134,12,415,,893,,,,394,51,15,10,46,516,"4,42",92,WINE: Comprar vinhos online,759,"4,82",700,3497,698,20.0%
2020-01-18,LIFESTYLE,46242,9,267,,737,,,,467,48,5,0,21,541,"4,73",90,WINE: Comprar vinhos online,642,5,575,3401,587,17.3%
2020-01-19,LIFESTYLE,46339,14,292,,830,,,,492,44,0,11,11,558,"4,78",90,WINE: Comprar vinhos online,766,"4,9",725,3101,702,22.6%
2020-01-20,LIFESTYLE,46501,8,381,,862,,,,508,45,0,11,5,569,"4,82",97,WINE: Comprar vinhos online,776,"4,5",728,3330,686,20.6%
2020-01-21,LIFESTYLE,46632,17,372,,914,,,,514,52,0,11,5,582,"4,81",96,WINE: Comprar vinhos online,814,"4,92",703,3657,750,20.5%
2020-01-22,LIFESTYLE,46766,10,406,,1.055,,,,517,60,12,12,6,607,"4,76",89,WINE: Comprar vinhos online,962,"4,48",866,4176,882,21.1%
2020-01-23,LIFESTYLE,46927,10,463,,986,,,,551,57,12,12,6,638,"4,77",84,WINE: Comprar vinhos online,864,"4,72",789,3545,795,22.4%
2020-01-24,LIFESTYLE,47253,26,603,,1.117,,,,559,58,13,13,6,649,"4,77",78,WINE: Comprar vinhos online,940,"4,73",709,3059,890,29.1%
2020-01-25,LIFESTYLE,47473,17,346,,940,,,,533,81,27,6,27,674,"4,61",75,WINE: Comprar vinhos online,819,"4,75",709,3061,752,24.6%
2020-01-26,LIFESTYLE,47661,21,449,,911,,,,574,84,7,0,35,700,"4,66",74,WINE: Comprar vinhos online,823,"4,62",691,3624,743,20.5%
2020-01-27,LIFESTYLE,47810,23,1.149,,967,,,,579,85,7,0,42,713,"4,62",73,WINE: Comprar vinhos online,820,"4,71",774,2840,769,27.1%
2020-01-28,LIFESTYLE,48070,26,797,,1.070,,,,591,87,7,0,43,728,"4,62",74,WINE: Comprar vinhos online,894,"4,55",729,3149,832,26.4%
2020-01-29,LIFESTYLE,48319,12,1.084,,1.091,,,,584,104,14,0,44,746,"4,58",80,WINE: Comprar vinhos online,947,"4,78",756,3135,898,28.6%
2020-01-30,LIFESTYLE,48472,10,1.008,,933,,,,630,108,7,0,31,776,"4,68",74,WINE: Comprar vinhos online,784,"4,86",695,2827,734,26.0%
2020-01-31,LIFESTYLE,48915,25,612,,1.094,,,,653,112,8,0,32,805,"4,68",76,WINE: Comprar vinhos online,941,"4,83",623,3216,863,26.8%
2020-02-01,LIFESTYLE,49203,11,683,,1.037,,,,693,99,8,0,24,824,"4,74",65,WINE: Comprar vinhos online,915,5,715,3518,862,24.5%
2020-02-02,LIFESTYLE,49459,14,461,,993,,,,721,83,16,0,16,836,"4,78",51,WINE: Comprar vinhos online,895,"4,86",740,3469,832,24.0%
2020-02-03,LIFESTYLE,49687,10,998,,1.164,,,,747,94,8,0,8,857,"4,83",52,WINE: Comprar vinhos online,1.006,"4,93",841,3465,930,26.8%
2020-02-04,LIFESTYLE,49961,10,1.148,,1.128,,,,777,78,8,0,8,871,"4,85",67,WINE: Comprar vinhos online,1.005,"4,67",839,4018,934,23.2%
2020-02-05,LIFESTYLE,50135,11,993,,1.069,,,,791,80,8,0,8,887,"4,85",67,WINE: Comprar vinhos online,942,"4,68",815,3554,872,24.5%
2020-02-06,LIFESTYLE,50395,12,949,,1.140,,,,800,91,9,9,0,909,"4,85",67,WINE: Comprar vinhos online,935,"4,78",810,3339,879,26.3%
2020-02-07,LIFESTYLE,50653,9,996,,1.053,,,,818,93,0,9,9,929,"4,83",65,WINE: Comprar vinhos online,914,"4,82",769,3662,848,23.2%
2020-02-08,LIFESTYLE,50947,7,648,,970,,,,818,114,0,9,9,950,"4,81",67,WINE: Comprar vinhos online,856,"4,73",652,4647,818,17.6%
2020-02-09,LIFESTYLE,51109,3,703,,897,,,,788,153,0,9,9,959,"4,77",67,WINE: Comprar vinhos online,823,"4,71",713,2420,761,31.4%
2020-02-10,LIFESTYLE,51329,16,1.426,,1.042,,,,803,156,0,9,9,977,"4,77",67,WINE: Comprar vinhos online,885,"4,95",777,2581,801,31.0%
2020-02-11,LIFESTYLE,51555,12,833,,1.105,,,,799,159,19,9,9,995,"4,73",66,WINE: Comprar vinhos online,959,"4,89",823,2739,887,32.4%
2020-02-12,LIFESTYLE,51667,12,763,,939,,,,833,142,20,0,20,1015,"4,74",78,WINE: Comprar vinhos online,806,"4,93",712,2389,711,29.8%
2020-02-13,LIFESTYLE,51849,8,1.045,,810,,,,879,134,20,0,10,1043,"4,792",74,WINE: Comprar vinhos online,714,"4,86",630,2253,655,29.1%
2020-02-14,LIFESTYLE,51983,24,840,,853,,,,925,102,20,0,10,1057,"4,825",79,WINE: Comprar vinhos online,721,5,715,2132,672,31.5%
2020-02-15,LIFESTYLE,52024,12,528,,773,,,,976,71,20,0,10,1077,"4,857",79,WINE: Comprar vinhos online,663,"4,54",655,2009,627,31.2%
2020-02-16,LIFESTYLE,51985,6,549,,724,,,,1011,61,10,0,10,1092,"4,888",83,WINE: Comprar vinhos online,644,"4,86",737,1687,577,34.2%
2020-02-17,LIFESTYLE,51939,8,672,,826,,,,1008,70,10,0,10,1098,"4,881",90,WINE: Comprar vinhos online,685,"4,9",762,1787,648,36.3%
2020-02-18,LIFESTYLE,52013,13,704,,836,,,,1007,81,10,0,10,1108,"4,872",95,WINE: Comprar vinhos online,717,"4,93",697,1976,641,32.4%
2020-02-19,LIFESTYLE,52104,11,698,,824,,,,1030,71,10,0,10,1121,"4,882",93,WINE: Comprar vinhos online,709,"4,8",687,2407,677,28.1%
2020-02-20,LIFESTYLE,52257,12,805,,739,,,,1038,82,10,0,10,1140,"4,874",90,WINE: Comprar vinhos online,602,"4,65",564,1963,538,27.4%
2020-02-21,LIFESTYLE,52362,7,645,,698,,,,1062,82,10,0,10,1164,"4,876",99,WINE: Comprar vinhos online,579,"4,79",529,3377,537,15.9%
2020-02-22,LIFESTYLE,52418,12,444,,584,,,,1027,123,10,0,20,1180,"4,809",93,WINE: Comprar vinhos online,498,"4,33",501,3152,452,14.3%
2020-02-23,LIFESTYLE,52466,7,529,,518,,,,1013,141,10,0,20,1184,"4,795",100,WINE: Comprar vinhos online,455,"4,57",439,1797,416,23.1%
2020-02-24,LIFESTYLE,52540,6,575,,575,,,,990,171,10,0,20,1191,"4,771",114,WINE: Comprar vinhos online,505,"4,75",488,1690,463,27.4%
2020-02-25,LIFESTYLE,52516,5,579,,540,,,,994,172,10,0,20,1196,"4,771",130,WINE: Comprar vinhos online,455,5,506,1640,427,26.0%
2020-02-26,LIFESTYLE,52575,9,518,,592,,,,955,223,10,0,20,1208,"4,731",140,WINE: Comprar vinhos online,484,"4,53",487,1509,451,29.9%
2020-02-27,LIFESTYLE,52655,3,432,,634,,,,969,226,10,0,20,1225,"4,731",143,WINE: Comprar vinhos online,450,"4,89",482,1256,415,33.0%
2020-02-28,LIFESTYLE,52913,16,585,,633,,,,1005,217,10,0,10,1242,"4,775",149,WINE: Comprar vinhos online,493,"4,76",412,1402,435,31.0%
2020-02-29,LIFESTYLE,53053,14,397,,610,,,,1002,214,20,0,20,1256,"4,732",155,WINE: Comprar vinhos online,478,"4,88",337,1310,443,33.8%
2020-03-01,LIFESTYLE,53253,9,555,,566,,,,1014,213,30,0,20,1277,"4,722",149,WINE: Comprar vinhos online,477,"4,58",419,1320,439,33.3%
2020-03-02,LIFESTYLE,53416,5,487,,673,,,,1055,182,30,0,20,1287,"4,748",146,WINE: Comprar vinhos online,534,"4,91",407,1389,491,35.3%
2020-03-03,LIFESTYLE,53617,16,705,,640,,,,1066,184,30,0,20,1300,"4,748",151,WINE: Comprar vinhos online,506,"4,88",392,1292,454,35.1%
2020-03-04,LIFESTYLE,53878,22,461,,651,,,,1075,182,30,0,20,1307,"4,752",144,WINE: Comprar vinhos online,492,"4,86",388,1206,456,37.8%
2020-03-05,LIFESTYLE,54025,9,360,,602,,,,1109,172,30,0,20,1331,"4,763",138,WINE: Comprar vinhos online,457,"4,63",381,1265,434,34.3%
2020-03-06,LIFESTYLE,54221,1,679,,556,,,,1141,163,20,0,20,1344,"4,788",139,WINE: Comprar vinhos online,422,"4,92",347,991,378,38.1%
2020-03-07,LIFESTYLE,54383,6,403,,537,,,,1155,152,30,0,20,1357,"4,784",133,WINE: Comprar vinhos online,422,"4,6",293,1162,387,33.3%
2020-03-08,LIFESTYLE,54504,3,476,,538,,,,1184,131,30,0,20,1365,"4,8",135,WINE: Comprar vinhos online,437,"4,85",409,1831,410,22.4%
2020-03-09,LIFESTYLE,54604,10,496,,556,,,,1197,143,20,0,20,1380,"4,807",142,WINE: Comprar vinhos online,398,"4,86",405,1047,357,34.1%
2020-03-10,LIFESTYLE,54690,5,572,,552,,,,1206,132,20,10,20,1388,"4,794",147,WINE: Comprar vinhos online,412,"4,71",386,884,363,41.1%
2020-03-11,LIFESTYLE,54824,4,556,,493,,,,1224,134,20,10,20,1408,"4,794",142,WINE: Comprar vinhos online,352,"4,38",379,863,325,37.7%
2020-03-12,LIFESTYLE,54996,7,948,,590,,,,1247,121,20,10,20,1418,"4,807",147,WINE: Comprar vinhos online,441,"4,93",348,923,400,43.3%
2020-03-13,LIFESTYLE,55353,8,623,,732,,,,1221,141,20,10,40,1432,"4,739",150,WINE: Comprar vinhos online,586,"4,89",334,1246,535,42.9%
2020-03-14,LIFESTYLE,55435,3,532,,448,,,,1249,143,20,10,30,1452,"4,768",159,WINE: Comprar vinhos online,341,"4,8",330,828,315,38.0%
2020-03-15,LIFESTYLE,55550,2,552,,448,,,,1257,141,20,10,30,1458,"4,771",136,WINE: Comprar vinhos online,350,"4,76",359,839,328,39.1%
2020-03-16,LIFESTYLE,55499,9,575,,397,,,,1273,141,20,10,30,1474,"4,774",142,WINE: Comprar vinhos online,278,"4,6",349,636,247,38.8%
2020-03-17,LIFESTYLE,55648,7,590,,501,,,,1284,131,20,10,40,1485,"4,755",174,WINE: Comprar vinhos online,361,"4,9",351,764,315,41.2%
2020-03-18,LIFESTYLE,55783,7,577,,504,,,,1294,131,10,10,50,1495,"4,743",190,WINE: Comprar vinhos online,373,"4,77",323,807,348,43.1%
2020-03-19,LIFESTYLE,55897,7,566,,582,,,,1303,132,10,10,50,1505,"4,743",200+,WINE: Comprar vinhos online,454,"4,85",402,922,425,46.1%
2020-03-20,LIFESTYLE,56081,5,626,,652,,,,1315,142,10,10,40,1517,"4,765",191,WINE: Comprar vinhos online,485,"4,93",429,1070,450,42.1%
2020-03-21,LIFESTYLE,56155,7,571,,516,,,,1331,142,20,0,40,1533,"4,775",179,WINE: Comprar vinhos online,406,5,410,952,376,39.5%
2020-03-22,LIFESTYLE,56230,3,569,,534,,,,1343,142,20,0,40,1545,"4,776",176,WINE: Comprar vinhos online,419,"4,8",444,867,377,43.5%
2020-03-23,LIFESTYLE,56477,2,685,,757,,,,1359,141,10,0,40,1550,"4,792",181,WINE: Comprar vinhos online,590,"4,53",461,1247,561,45.0%
2020-03-24,LIFESTYLE,56672,7,545,,633,,,,1382,132,10,0,40,1564,"4,799",172,WINE: Comprar vinhos online,500,"4,58",436,1081,458,42.4%
2020-03-25,LIFESTYLE,56929,9,654,,754,,,,1385,142,10,0,40,1577,"4,794",162,WINE: Comprar vinhos online,599,"4,67",444,1452,578,39.8%
2020-03-26,LIFESTYLE,57213,9,692,,756,,,,1397,143,10,0,41,1591,"4,794",163,WINE: Comprar vinhos online,620,5,460,1335,580,43.4%
2020-03-27,LIFESTYLE,57381,6,550,,672,,,,1402,141,10,0,50,1603,"4,774",165,WINE: Comprar vinhos online,558,"4,29",403,1306,511,39.1%
2020-03-28,LIFESTYLE,57742,7,721,,839,,,,1411,142,10,0,50,1613,"4,774",146,WINE: Comprar vinhos online,681,"4,92",500,1540,657,42.7%
2020-03-29,LIFESTYLE,57771,9,533,,871,,,,1433,132,10,0,50,1625,"4,781",140,WINE: Comprar vinhos online,679,"4,94",787,1544,634,41.1%
2020-03-30,LIFESTYLE,57976,19,513,,1.219,,,,1408,131,40,10,50,1639,"4,728",134,WINE: Comprar vinhos online,633,"4,85",954,1422,583,41.0%
2020-03-31,LIFESTYLE,58406,15,351,,1.355,,,,1443,142,40,10,30,1665,"4,774",131,WINE: Comprar vinhos online,765,"4,85",815,1648,698,42.4%
2020-04-01,LIFESTYLE,58745,10,237,,1.030,,,,1469,144,41,10,31,1695,"4,774",127,WINE: Comprar vinhos online,719,"4,71",665,1531,659,43.0%
2020-04-02,LIFESTYLE,59040,16,203,,889,,,,1518,122,20,10,40,1710,"4,792",123,WINE: Comprar vinhos online,663,5,566,1363,589,43.2%
2020-04-03,LIFESTYLE,59276,18,175,,747,,,,1526,122,20,10,40,1718,"4,792",122,WINE: Comprar vinhos online,560,"4,85",504,1407,528,37.5%
2020-04-04,LIFESTYLE,59545,5,161,,827,,,,1484,183,20,10,40,1737,"4,76",121,WINE: Comprar vinhos online,679,"4,55",469,1515,614,40.5%
2020-04-05,LIFESTYLE,59767,2,139,,814,,,,1546,131,30,10,30,1747,"4,803",128,WINE: Comprar vinhos online,676,"4,38",549,1569,640,40.8%
2020-04-06,LIFESTYLE,59900,7,182,,689,,,,1555,141,30,10,20,1756,"4,822",130,WINE: Comprar vinhos online,554,"4,91",533,1066,496,46.5%
2020-04-07,LIFESTYLE,59970,4,134,,695,,,,1555,141,30,10,30,1766,"4,8",131,WINE: Comprar vinhos online,532,5,532,1004,463,46.1%
2020-04-08,LIFESTYLE,60249,11,246,,920,,,,1554,151,30,10,30,1775,"4,795",137,WINE: Comprar vinhos online,697,"4,52",570,1268,657,51.8%
2020-04-09,LIFESTYLE,60607,7,186,,869,,,,1576,152,30,10,30,1798,"4,797",145,WINE: Comprar vinhos online,677,"4,9",479,1371,649,47.3%
2020-04-10,LIFESTYLE,60932,3,175,,921,,,,1577,151,30,10,40,1808,"4,777",132,WINE: Comprar vinhos online,764,"4,61",550,1448,702,48.5%
2020-04-11,LIFESTYLE,61118,11,188,,796,,,,1592,153,30,10,40,1825,"4,777",122,WINE: Comprar vinhos online,657,"4,9",524,1228,590,48.0%
2020-04-12,LIFESTYLE,61315,1,153,,689,,,,1562,172,40,20,50,1844,"4,72",108,WINE: Comprar vinhos online,566,"4,25",512,1025,522,50.9%
2020-04-13,LIFESTYLE,61438,11,189,,673,,,,1567,182,40,20,50,1859,"4,717",109,WINE: Comprar vinhos online,497,"4,75",497,894,435,48.7%
2020-04-14,LIFESTYLE,61669,9,228,,808,,,,1550,181,60,20,60,1871,"4,677",126,WINE: Comprar vinhos online,618,"4,43",500,1131,543,48.0%
